SpecialAttributeID,AttributeLevel,FeatureExtractionProbability,WhetherTheInfluenceLevelLimit,SimpleDescription,ShortKnifeType07,LongKnifeType08,DaggerTypes09,SwordType10,BowType11,CrossbowType12,ArrowTypes13,VectorType14,LongRodType15,TheWandType16,ScepterType17,LongGeType18,SpearType19,SocialType20,HatchetType21,ShortGeType22,ShortStickType23,ShortHammerType24,HelmetType25,ArmorType26,ShieldType27,BootsType28,NecklaceType29,RingType30,WristType31,BeltType32,AttributeID,IfPer,ModifiedValue1MIN,ModifiedValue1MAX,ModifiedValue2MIN,ModifiedValue2MAX,ModifiedValue3MIN,ModifiedValue3MAX,ModifiedValue4MIN,ModifiedValue4MAX,ModifiedValue5MIN,ModifiedValue5MAX,ModifiedValue6MIN,ModifiedValue6MAX,ModifiedValue7MIN,ModifiedValue7MAX,ModifiedValue8MIN,ModifiedValue8MAX,ModifiedValue9MIN,ModifiedValue9MAX,PriceCorrectionRate,SubAttribute1,SubAttribute2,SubAttribute3,SubAttribute4,SubAttribute5,GemType0,TypeOfWood1,OreTypes2,AnimalBoneType3,SkinType4,AnimalTendonType5,MitreTypes33,RobeType34,WhetherTheGoldProperty
Tmap3min_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,1,2,3,4,5,6,6,7,8,9,9,10,11,12,12,13,14,15,20,,,,,,,,,,,,,,
Tmap3min_20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,1,1,2,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,20,,,,,,,,,,,,,,
Tmap3max_150,,,1,max,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,11,20,21,36,37,52,53,69,70,85,86,101,102,117,118,133,134,150,20,,,,,,,,,,,,,,
Tmap3max_120,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,8,16,17,29,30,42,43,55,56,68,69,81,82,94,95,107,108,120,20,,,,,,,,,,,,,,
Tmap3max_100,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,7,12,13,23,24,34,35,45,46,56,57,67,68,78,79,89,90,100,20,,,,,,,,,,,,,,
Tmap3max_80,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,6,10,11,18,19,26,27,35,36,44,45,53,54,62,63,71,72,80,20,,,,,,,,,,,,,,
Tmap3max_60,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,4,8,9,15,16,21,22,28,29,34,35,41,42,47,48,54,55,60,20,,,,,,,,,,,,,,
Tmap3max_50,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,4,6,7,12,13,17,18,23,24,28,29,34,35,39,40,45,46,50,20,,,,,,,,,,,,,,
Tmap3max_40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,3,4,5,8,9,13,14,17,18,22,23,26,27,31,32,35,36,40,20,,,,,,,,,,,,,,
Tmap3max_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,3,4,5,7,8,10,11,13,14,16,17,19,20,23,24,27,28,30,20,,,,,,,,,,,,,,
Tmap3max_20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,20,,,,,,,,,,,,,,
Umap4_150,1,50,,增加火系攻击,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap4min_150,Tmap4max_150,,,,,,,,,,,,
Umap4_120,1,50,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap4min_120,Tmap4max_120,,,,,,,,,,,,
Umap4_100,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap4min_100,Tmap4max_100,,,,,,,,,,,,
Umap4_80,1,70,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap4min_80,Tmap4max_80,,,,,,,,,,,,
Umap4_60,1,50,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap4min_60,Tmap4max_60,,,,,,,,,,,,
Umap4_60a,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap4min_60,Tmap4max_60,,,,,,,,,,,,
Umap4_50,1,50,,,1,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap4min_50,Tmap4max_50,,,,,,,,,,,,
Umap4_50a,1,50,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap4min_50,Tmap4max_50,,,,,,,,,,,,
Umap4_40,1,50,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap4min_40,Tmap4max_40,,,,,,,,,,,1,
Umap4_30,1,20,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Tmap4min_30,Tmap4max_30,,,,,,,,,,,,
Umap4_20,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap4min_20,Tmap4max_20,,,,,1,,,,,,,
Tmap4min_150,,,1,min,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,6,10,11,18,19,26,27,34,35,42,43,50,51,58,59,67,68,75,20,,,,,,,,,,,,,,
Tmap4min_120,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,4,7,8,15,16,21,22,28,29,34,35,41,42,47,48,54,55,60,20,,,,,,,,,,,,,,
Tmap4min_100,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,3,6,7,12,13,17,18,23,24,28,29,34,35,39,40,45,46,50,20,,,,,,,,,,,,,,
Tmap4min_80,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,3,5,6,10,11,14,15,18,19,22,23,27,28,31,32,36,37,40,20,,,,,,,,,,,,,,
Tmap4min_60,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,2,4,5,7,8,10,11,13,14,16,17,19,20,23,24,27,28,30,20,,,,,,,,,,,,,,
Tmap4min_50,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,2,3,4,6,7,9,10,11,12,14,15,16,17,19,20,22,23,25,20,,,,,,,,,,,,,,
Tmap4min_40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20,20,,,,,,,,,,,,,,
Tmap4min_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,1,2,3,4,5,6,6,7,8,9,9,10,11,12,12,13,14,15,20,,,,,,,,,,,,,,
Tmap4min_20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,1,1,2,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,20,,,,,,,,,,,,,,
Tmap4max_150,,,1,max,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,11,20,21,36,37,52,53,69,70,85,86,101,102,117,118,133,134,150,20,,,,,,,,,,,,,,
Tmap4max_120,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,8,16,17,29,30,42,43,55,56,68,69,81,82,94,95,107,108,120,20,,,,,,,,,,,,,,
Tmap4max_100,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,7,12,13,23,24,34,35,45,46,56,57,67,68,78,79,89,90,100,20,,,,,,,,,,,,,,
Tmap4max_80,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,6,10,11,18,19,26,27,35,36,44,45,53,54,62,63,71,72,80,20,,,,,,,,,,,,,,
Tmap4max_60,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,4,8,9,15,16,21,22,28,29,34,35,41,42,47,48,54,55,60,20,,,,,,,,,,,,,,
Tmap4max_50,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,4,6,7,12,13,17,18,23,24,28,29,34,35,39,40,45,46,50,20,,,,,,,,,,,,,,
Tmap4max_40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,3,4,5,8,9,13,14,17,18,22,23,26,27,31,32,35,36,40,20,,,,,,,,,,,,,,
Tmap4max_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,3,4,5,7,8,10,11,13,14,16,17,19,20,23,24,27,28,30,20,,,,,,,,,,,,,,
Tmap4max_20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,20,,,,,,,,,,,,,,
Umap5_150,1,50,,增加土系攻击,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap5min_150,Tmap5max_150,,,,,,,,,,,,
Umap5_120,1,50,,增加土系攻击,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap5min_120,Tmap5max_120,,,,,,,,,,,,
Umap5_100,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap5min_100,Tmap5max_100,,,,,,,,,,,,
Umap5_80,1,50,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap5min_80,Tmap5max_80,,,,,,,,,,,,
Umap5_60,1,50,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap5min_60,Tmap5max_60,,,,,,,,,,,,
Umap5_60a,1,100,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap5min_60,Tmap5max_60,,,,,,,,,,,,
Umap5_50,1,50,,,1,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap5min_50,Tmap5max_50,,,,,,,,,,,,
Umap5_50a,1,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap5min_50,Tmap5max_50,,,,,,,,,,,,
Umap5_40,1,50,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap5min_40,Tmap5max_40,,,,,,,,,,,1,
Umap5_30,1,20,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Tmap5min_30,Tmap5max_30,,,,,,,,,,,,
Umap5_20,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap5min_20,Tmap5max_20,,,,,1,,,,,,,
Tmap5min_150,,,1,min,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,6,10,11,18,19,26,27,34,35,42,43,50,51,58,59,67,68,75,20,,,,,,,,,,,,,,
Tmap5min_120,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,4,7,8,15,16,21,22,28,29,34,35,41,42,47,48,54,55,60,20,,,,,,,,,,,,,,
Tmap5min_100,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,3,6,7,12,13,17,18,23,24,28,29,34,35,39,40,45,46,50,20,,,,,,,,,,,,,,
Tmap5min_80,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,3,5,6,10,11,14,15,18,19,22,23,27,28,31,32,36,37,40,20,,,,,,,,,,,,,,
Tmap5min_60,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,2,4,5,7,8,10,11,13,14,16,17,19,20,23,24,27,28,30,20,,,,,,,,,,,,,,
Tmap5min_50,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,2,3,4,6,7,9,10,11,12,14,15,16,17,19,20,22,23,25,20,,,,,,,,,,,,,,
Tmap5min_40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20,20,,,,,,,,,,,,,,
Tmap5min_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,1,2,3,4,5,6,6,7,8,9,9,10,11,12,12,13,14,15,20,,,,,,,,,,,,,,
Tmap5min_20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,1,1,2,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,20,,,,,,,,,,,,,,
Tmap5max_150,,,1,max,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,11,20,21,36,37,52,53,69,70,85,86,101,102,117,118,133,134,150,20,,,,,,,,,,,,,,
Tmap5max_120,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,8,16,17,29,30,42,43,55,56,68,69,81,82,94,95,107,108,120,20,,,,,,,,,,,,,,
Tmap5max_100,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,7,12,13,23,24,34,35,45,46,56,57,67,68,78,79,89,90,100,20,,,,,,,,,,,,,,
Tmap5max_80,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,6,10,11,18,19,26,27,35,36,44,45,53,54,62,63,71,72,80,20,,,,,,,,,,,,,,
Tmap5max_60,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,4,8,9,15,16,21,22,28,29,34,35,41,42,47,48,54,55,60,20,,,,,,,,,,,,,,
Tmap5max_50,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,4,6,7,12,13,17,18,23,24,28,29,34,35,39,40,45,46,50,20,,,,,,,,,,,,,,
Tmap5max_40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,3,4,5,8,9,13,14,17,18,22,23,26,27,31,32,35,36,40,20,,,,,,,,,,,,,,
Tmap5max_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,3,4,5,7,8,10,11,13,14,16,17,19,20,23,24,27,28,30,20,,,,,,,,,,,,,,
Tmap5max_20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,20,,,,,,,,,,,,,,
Umap1%_50,1,20,,增加金系攻击%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap1min%_50,Tmap1max%_50,,,,,,,,,,,,
Umap1%_40,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap1min%_40,Tmap1max%_40,,,,,,,,,,,,
Umap1%_30,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap1min%_30,Tmap1max%_30,,,,,,,,,,,,
Tmap1min%_50,,,1,min,,,,,,,,,,,,,,,,,,,,,,,,,,,43,1,6,7,8,10,11,15,16,20,21,25,26,30,31,35,36,40,41,45,30,,,,,,,,,,,,,,
Tmap1min%_40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,1,5,6,7,8,9,12,13,16,17,20,21,24,25,28,29,32,33,36,30,,,,,,,,,,,,,,
Tmap1min%_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,1,4,5,5,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,30,,,,,,,,,,,,,,
Tmap1max%_50,,,1,max,,,,,,,,,,,,,,,,,,,,,,,,,,,44,1,8,10,11,15,16,20,21,25,26,30,31,35,36,40,41,45,46,50,30,,,,,,,,,,,,,,
Tmap1max%_40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,1,7,8,9,12,13,16,17,20,21,24,25,28,29,32,33,36,37,40,30,,,,,,,,,,,,,,
Tmap1max%_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,1,5,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,28,30,30,,,,,,,,,,,,,,
Umap2%_50,1,20,,增加木系攻击%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap2min%_50,Tmap2max%_50,,,,,,,,,,,,
Umap2%_40,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap2min%_40,Tmap2max%_40,,,,,,,,,,,,
Umap2%_30,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap2min%_30,Tmap2max%_30,,,,,,,,,,,,
Tmap2min%_50,,,1,min,,,,,,,,,,,,,,,,,,,,,,,,,,,45,1,5,7,8,10,11,15,16,20,21,25,26,30,31,35,36,40,41,45,30,,,,,,,,,,,,,,
Tmap2min%_40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,1,5,6,7,8,9,12,13,16,17,20,21,24,25,28,29,32,33,36,30,,,,,,,,,,,,,,
Tmap2min%_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,1,4,5,5,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,30,,,,,,,,,,,,,,
Tmap2max%_50,,,1,max,,,,,,,,,,,,,,,,,,,,,,,,,,,46,1,8,10,11,15,16,20,21,25,26,30,31,35,36,40,41,45,46,50,30,,,,,,,,,,,,,,
Tmap2max%_40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,1,7,8,9,12,13,16,17,20,21,24,25,28,29,32,33,36,37,40,30,,,,,,,,,,,,,,
Tmap2max%_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,1,5,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,28,30,30,,,,,,,,,,,,,,
Umap3%_50,1,20,,增加水系攻击%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap3min%_50,Tmap3max%_50,,,,,,,,,,,,
Umap3%_40,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap3min%_40,Tmap3max%_40,,,,,,,,,,,,
Umap3%_30,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap3min%_30,Tmap3max%_30,,,,,,,,,,,,
Tmap3min%_50,,,1,min,,,,,,,,,,,,,,,,,,,,,,,,,,,47,1,5,7,8,10,11,15,16,20,21,25,26,30,31,35,36,40,41,45,30,,,,,,,,,,,,,,
Tmap3min%_40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,1,5,6,7,8,9,12,13,16,17,20,21,24,25,28,29,32,33,36,30,,,,,,,,,,,,,,
Tmap3min%_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,1,4,5,5,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,30,,,,,,,,,,,,,,
Tmap3max%_50,,,1,max,,,,,,,,,,,,,,,,,,,,,,,,,,,48,1,8,10,11,15,16,20,21,25,26,30,31,35,36,40,41,45,46,50,30,,,,,,,,,,,,,,
Tmap3max%_40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,1,7,8,9,12,13,16,17,20,21,24,25,28,29,32,33,36,37,40,30,,,,,,,,,,,,,,
Tmap3max%_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,1,5,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,28,30,30,,,,,,,,,,,,,,
Umap4%_50,1,20,,增加火系攻击%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap4min%_50,Tmap4max%_50,,,,,,,,,,,,
Umap4%_40,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap4min%_40,Tmap4max%_40,,,,,,,,,,,,
Umap4%_30,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap4min%_30,Tmap4max%_30,,,,,,,,,,,,
Tmap4min%_50,,,1,min,,,,,,,,,,,,,,,,,,,,,,,,,,,49,1,5,7,8,10,11,15,16,20,21,25,26,30,31,35,36,40,41,45,30,,,,,,,,,,,,,,
Tmap4min%_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,1,5,6,7,8,9,12,13,16,17,20,21,24,25,28,29,32,33,36,30,,,,,,,,,,,,,,
Tmap4min%_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,1,4,5,5,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,30,,,,,,,,,,,,,,
Tmap4max%_50,,,1,max,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,8,10,11,15,16,20,21,25,26,30,31,35,36,40,41,45,46,50,30,,,,,,,,,,,,,,
Tmap4max%_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,7,8,9,12,13,16,17,20,21,24,25,28,29,32,33,36,37,40,30,,,,,,,,,,,,,,
Tmap4max%_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,5,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,28,30,30,,,,,,,,,,,,,,
Umap5%_50,1,20,,增加土系攻击%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap5min%_50,Tmap5max%_50,,,,,,,,,,,,
Umap5%_40,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap5min%_40,Tmap5max%_40,,,,,,,,,,,,
Umap5%_30,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmap5min%_30,Tmap5max%_30,,,,,,,,,,,,
Tmap5min%_50,,,1,min,,,,,,,,,,,,,,,,,,,,,,,,,,,51,1,5,7,8,10,11,15,16,20,21,25,26,30,31,35,36,40,41,45,30,,,,,,,,,,,,,,
Tmap5min%_40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,1,5,6,7,8,9,12,13,16,17,20,21,24,25,28,29,32,33,36,30,,,,,,,,,,,,,,
Tmap5min%_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,1,4,5,5,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,30,,,,,,,,,,,,,,
Tmap5max%_50,,,1,max,,,,,,,,,,,,,,,,,,,,,,,,,,,52,1,8,10,11,15,16,20,21,25,26,30,31,35,36,40,41,45,46,50,30,,,,,,,,,,,,,,
Tmap5max%_40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,1,7,8,9,12,13,16,17,20,21,24,25,28,29,32,33,36,37,40,30,,,,,,,,,,,,,,
Tmap5max%_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,1,5,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,28,30,30,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
基本防御特性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udp_400,1,150,,增加防御力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_400,,,,,,,,,,,,,
Udp_300,1,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_300,,,,,,,,,,,,,
Udp_200,1,50,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,Tdp_200,,,,,,,,,,,,,
Udp_150,1,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_150,,,,,,,,,,,,,
Udp_100,1,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp_100,,,,,,,,,,,,,
Tdp_400,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,12,24,25,46,47,68,69,90,91,112,113,134,135,156,157,178,179,200,30,,,,,,,,,,,,,,
Tdp_300,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,9,18,19,35,36,51,52,68,69,84,85,101,102,117,118,134,135,150,30,,,,,,,,,,,,,,
Tdp_200,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,6,12,13,23,24,34,35,45,46,56,57,67,68,78,79,89,90,100,30,,,,,,,,,,,,,,
Tdp_150,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,4,8,9,14,15,22,23,30,31,38,39,46,47,54,55,62,63,70,30,,,,,,,,,,,,,,
Tdp_100,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,3,6,7,12,13,17,18,23,24,28,29,34,35,39,40,45,46,50,30,,,,,,,,,,,,,,
Udp%_100,1,100,,增加防御力%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp%_100,,,,,,,,,,,,,
Udp%_50,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp%_50,,,,,,,,,,,,,
Udp%_40,1,20,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp%_40,,,,,,,,,,,,1,
Udp%_30,1,20,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp%_30,,,,,,,,,,,,,
Udp%_10,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tdp%_10,,,,,,,,,,,,,
Tdp%_100,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,1,40,52,53,58,59,64,65,70,71,76,77,82,83,88,89,94,95,100,40,,,,,,,,,,,,,,
Tdp%_50,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,1,6,10,11,15,16,20,21,25,26,30,31,35,36,40,41,45,46,50,40,,,,,,,,,,,,,,
Tdp%_40,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,1,5,8,9,12,13,16,17,20,21,24,25,28,29,32,33,36,37,40,35,,,,,,,,,,,,,,
Tdp%_30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,1,4,6,7,9,10,12,13,15,16,18,19,21,22,24,25,27,28,30,35,,,,,,,,,,,,,,
Tdp%_15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,1,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,13,14,15,30,,,,,,,,,,,,,,
Tdp%_10,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,30,,,,,,,,,,,,,,
Umdp1_600,1,10,,增加金系防御,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,Tmdp1_600,,,,,,,,,,,,,
Umdp1_400,1,50,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Tmdp1_400,,,,,,,,,,,,,
Umdp1_300,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Tmdp1_300,,,,,,,,,,,,,
Umdp1_200,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tmdp1_200,,,,,,,,,,,,,
Tmdp1_600,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,18,36,37,70,71,102,103,136,137,168,169,202,203,234,235,268,269,300,30,,,,,,,,,,,,,,
