级别,名称,别名,道具类型,文字介绍ID,基准价格,重量,速度(1-5),唯一,等级限制,力量限制,敏捷限制,体质限制,攻击力小,攻击力大,防御力小,防御力大,耐久度小,耐久度大,最小特性数,最大特性数,抽取特性类型1,类型1概率,抽取特性类型2,类型2概率,抽取特性类型3,类型3概率,抽取特性类型4,类型4概率,抽取特性类型5,类型5概率,道具栏图片ID,地面图片ID,游侠,力士,刺客,术士,巫师,名称ID,五行属性,五行攻击,五行攻击MAX,五行防御,五行防御MAX,相生特性,镶嵌宝石数量,相生属性出现几率,五行属性出现几率
1,定持,dingchi5,17,1219,149,4,0,Y,1,,,,5,11,,,40,56,0,0,Unique17_1a,0,,,,,,,,,3788,weapon_sword_ancient_angel_new,,,,RH_001_001,,235,1,8,11,,,,1,0,100
1,定持,dingchi6,17,1219,149,4,0,Y,1,,,,5,11,,,40,56,0,0,Unique17_1a,0,,,,,,,,,3788,weapon_sword_ancient_angel_new,,,,RH_001_001,,235,5,8,11,,,,1,0,100
4,鬼雄杖,guixiongzhang1,17,1223,675,7,10,Y,1,,,,12,18,,,52,64,0,0,Unique17_4a,0,,,,,,,,,3791,weapon_sword_ancient_angel_new,,,,RH_001_001,,238,5,14,28,,,,2,0,100
5,吕尚黄杖,lushanghuangzhang4,17,1221,429,6,0,Y,1,,,,8,24,,,60,84,0,0,Unique17_5a,0,,,,,,,,,3792,weapon_sword_ancient_angel_new,,,,RH_003_001,,239,1,21,36,,,,2,0,100
5,吕尚黄杖,lushanghuangzhang5,17,1221,429,6,0,Y,1,,,,8,24,,,60,84,0,0,Unique17_5a,0,,,,,,,,,3792,weapon_sword_ancient_angel_new,,,,RH_003_001,,239,3,21,36,,,,2,0,100
1,权杖,17_1,17,2075,10,3,0,Y,1,,,,6,15,,,40,60,0,1,,,,,,,,,,,3788,weapon_sword_ancient_angel_new,,,,RH_001_001,,234,1,8,11,,,,1,0,100
2,权杖,17_2,17,2075,20,3,0,Y,3,,,,6,15,,,40,60,0,1,,,,,,,,,,,3789,weapon_sword_ancient_angel_new,,,,RH_002_001,,234,1,9,12,,,,1,0,100
3,权杖,17_3,17,2075,30,4,0,Y,5,,,,6,15,,,40,60,0,1,,,,,,,,,,,3790,weapon_sword_ancient_angel_new,,,,RH_002_001,,234,1,10,13,,,,1,0,100
4,权杖,17_4,17,2075,40,4,0,Y,7,,,,6,15,,,40,60,0,1,,,,,,,,,,,3791,weapon_sword_ancient_angel_new,,,,RH_001_001,,234,1,11,14,,,,1,0,100
5,权杖,17_5,17,2075,50,5,0,Y,9,,,,6,15,,,40,60,0,1,,,,,,,,,,,3792,weapon_sword_ancient_angel_new,,,,RH_003_001,,234,1,12,15,,,,1,0,100
6,权杖,17_6,17,2075,60,5,0,Y,11,,,,6,15,,,40,60,0,1,,,,,,,,,,,3793,weapon_sword_ancient_angel_new,,,,RH_002_001,,234,1,13,16,,,,1,0,100
7,权杖,17_7,17,2075,70,6,0,Y,13,,,,6,15,,,40,60,0,1,,,,,,,,,,,3794,weapon_sword_ancient_angel_new,,,,RH_003_001,,234,1,14,17,,,,1,0,100
8,权杖,17_8,17,2075,80,6,0,Y,15,,,,6,15,,,40,60,0,1,,,,,,,,,,,3795,weapon_sword_ancient_angel_new,,,,RH_002_001,,234,1,15,18,,,,1,0,100
9,权杖,17_9,17,2075,90,7,0,Y,17,,,,6,15,,,40,60,0,1,,,,,,,,,,,3796,weapon_sword_ancient_angel_new,,,,RH_003_001,,234,1,16,19,,,,1,0,100
1,普通铜戈,putongtongge,18,1300,132,10,0,N,1,,,,16,32,,,80,100,0,5,Unique18_1a,0,Umapx5_100,5,,,,,,,3801,weapon_sword_ancient_angel_new,,RH_014_004*LH_014_004,,,,245,5,16,32,,,Umap5%_50,1,20,50
2,精制铜戈,jingzhitongge,18,1301,238,14,10,N,5,50,45,,18,36,,,80,100,1,6,Unique18_2a,0,Tsr_400,20,,,,,,,3802,weapon_sword_ancient_angel_new,,RH_014_004*LH_014_004,,,,246,4,18,36,,,Tdex_80,3,20,50
3,铜曲内戈,tongquneige,18,1302,312,12,-15,N,10,80,60,,48,70,,,80,100,0,6,Unique18_3a,0,,,,,,,,,3803,weapon_sword_ancient_angel_new,,RH_016_004*LH_016_004,,,,247,3,8,14,,,Uap_120,2,25,0
4,镔铁长戈,bintiechangge,18,1303,378,17,-10,N,14,45,81,,12,20,,,80,100,1,5,Unique18_4a,0,Umapx1_100,8,,,,,,,3804,weapon_sword_ancient_angel_new,,RH_015_004*LH_015_004,,,,248,1,58,80,,,Umap1_150,2,20,100
5,鸟纹戈,niaowenge,18,1304,594,15,20,N,19,60,126,,8,25,,,80,100,1,5,Unique18_5a,0,Umapx2_100,8,,,,,,,3805,weapon_sword_ancient_angel_new,,RH_014_004*LH_014_004,,,,249,2,45,84,,,Umap2_150,2,25,100
6,秦国平周戈,qinguopingzhouge,18,1305,862,13,10,N,23,152,90,,58,106,,,80,100,0,6,Unique18_6a,0,,,,,,,,,3806,weapon_sword_ancient_angel_new,,RH_016_004*LH_016_004,,,,250,1,15,28,,,Tcritical_50,2,30,0
7,蚕纹铜戈,canwentongge,18,1306,1142,18,0,N,29,140,140,,60,85,,,80,100,0,6,Unique18_7a,0,,,,,,,,,3807,weapon_sword_ancient_angel_new,,RH_015_004*LH_015_004,,,,251,5,60,85,,,Tattackspeed_50,3,25,30
8,兽纹铜戈,shouwentongge,18,1307,1247,20,-20,N,35,100,150,,18,30,,,80,100,0,5,Unique18_8a,0,Umapx4_100,10,,,,,,,3808,weapon_sword_ancient_angel_new,,RH_016_004*LH_016_004,,,,252,4,106,165,,,Umap4_80,2,25,100
9,鬼谷长戈,guiguchangge,18,1308,1862,12,50,N,40,90,175,,10,25,,,80,100,0,7,Unique18_9a,0,Umapx3_100,10,,,,,,,3809,weapon_sword_ancient_angel_new,,RH_015_004*LH_015_004,,,,253,3,80,108,,,Umap3%_30,2,25,100
1,长戈,18_1,18,2075,10,7,0,Y,1,,30,,20,40,,,80,100,0,3,,,Umap1_100,10,,,,,,,3801,weapon_sword_ancient_angel_new,,RH_014_004*LH_014_004,,,,244,1,20,40,,,,1,0,100
2,长戈,18_2,18,2075,20,8,0,Y,3,,45,,20,40,,,80,100,0,3,,,Umap1_100,10,,,,,,,3802,weapon_sword_ancient_angel_new,,RH_014_004*LH_014_004,,,,244,1,22,44,,,,1,0,100
3,长戈,18_3,18,2075,30,9,0,Y,5,,60,,20,40,,,80,100,0,3,,,Umap1_100,10,,,,,,,3803,weapon_sword_ancient_angel_new,,RH_016_004*LH_016_004,,,,244,1,24,48,,,,1,0,100
4,长戈,18_4,18,2075,40,10,0,Y,7,,75,,20,40,,,80,100,0,3,,,Umap1_100,15,,,,,,,3804,weapon_sword_ancient_angel_new,,RH_015_004*LH_015_004,,,,244,1,26,52,,,,1,0,100
5,长戈,18_5,18,2075,50,11,0,Y,9,,90,,20,40,,,80,100,0,3,,,Umap1_100,15,,,,,,,3805,weapon_sword_ancient_angel_new,,RH_014_004*LH_014_004,,,,244,1,28,56,,,,1,0,100
6,长戈,18_6,18,2075,60,12,0,Y,11,,105,,20,40,,,80,100,0,3,,,Umap1_100,15,,,,,,,3806,weapon_sword_ancient_angel_new,,RH_016_004*LH_016_004,,,,244,1,30,60,,,,1,0,100
7,长戈,18_7,18,2075,70,13,0,Y,13,,120,,20,40,,,80,100,0,3,,,Umap1_100,20,,,,,,,3807,weapon_sword_ancient_angel_new,,RH_015_004*LH_015_004,,,,244,1,32,64,,,,1,0,100
8,长戈,18_8,18,2075,80,14,0,Y,15,,135,,20,40,,,80,100,0,3,,,Umap1_100,20,,,,,,,3808,weapon_sword_ancient_angel_new,,RH_016_004*LH_016_004,,,,244,1,34,68,,,,1,0,100
9,长戈,18_9,18,2075,90,15,0,Y,17,,150,,20,40,,,80,100,0,3,,,Umap1_100,20,,,,,,,3809,weapon_sword_ancient_angel_new,,RH_015_004*LH_015_004,,,,244,1,36,72,,,,1,0,100
1,普通铜矛,putongtongmao,19,1309,110,10,-10,N,1,,,,21,40,,,80,100,0,6,Unique19_1a,0,Tsr_400,20,,,,,,,3814,weapon_sword_ancient_angel_new,,RH_017_005*LH_017_005,,,,255,1,8,16,,,Tdex_80,1,20,25
2,锁喉枪,suohouqiang,19,1310,162,12,20,N,5,65,,,26,48,,,80,100,0,5,Unique19_2a,0,,,,,,,,,3815,weapon_sword_ancient_angel_new,,RH_018_005*LH_018_005,,,,256,3,5,12,,,Uap_150,1,20,0
3,双孔矛,shuangkongmao,19,1311,286,14,-15,N,9,84,,,58,84,,,80,100,1,5,Unique19_3a,0,,,,,,,,,3816,weapon_sword_ancient_angel_new,,RH_019_005*LH_019_005,,,,257,4,6,15,,,Tdeadly_50,1,20,0
4,柳叶铜矛,liuyetongmao,19,1312,420,18,10,N,14,100,75,,35,70,,,80,100,1,6,Unique19_4a,0,,,,,,,,,3817,weapon_sword_ancient_angel_new,,RH_017_005*LH_017_005,,,,258,2,35,70,,,Thpmax_300,3,25,50
5,三戈戟,sangeji,19,1313,450,17,0,N,18,85,100,,72,108,,,80,100,0,6,Unique19_5a,0,Tdex_50,20,,,,,,,3818,weapon_sword_ancient_angel_new,,RH_018_005*LH_018_005,,,,259,5,15,30,,,Tattackspeed_50,2,25,50
6,四棱铜矛,silengtongmao,19,1314,616,15,-10,N,24,98,128,,8,15,,,80,100,0,5,Unique19_6a,0,Umapx4_100,8,,,,,,,3819,weapon_sword_ancient_angel_new,,RH_019_005*LH_019_005,,,,260,4,80,148,,,Umap4_120,2,20,100
7,铜吊人矛,tongdiaorenmao,19,1315,884,21,-20,N,30,170,140,,10,20,,,80,100,1,6,Unique19_7a,0,Umapx1_100,10,,,,,,,3820,weapon_sword_ancient_angel_new,,RH_017_005*LH_017_005,,,,261,1,125,195,,,Umap1%_40,2,20,100
8,吴王夫差矛,wuwangfuchaimao,19,1316,1013,18,-30,N,37,250,120,,145,200,,,80,100,0,6,Unique19_8a,0,,,,,,,,,3821,weapon_sword_ancient_angel_new,,RH_018_005*LH_018_005,,,,262,3,8,20,,,Uap%_40,2,25,0
9,破天戟,potianji,19,1317,1330,20,30,N,42,210,136,,90,150,,,80,100,1,5,Unique19_9a,0,,,,,,,,,3822,weapon_sword_ancient_angel_new,,RH_019_005*LH_019_005,,,,263,2,18,24,,,Tcritical_50,2,30,0
1,长矛,19_1,19,2075,10,9,-10,Y,1,40,30,,25,45,,,80,100,0,2,,,,,,,,,,,3814,weapon_sword_ancient_angel_new,,RH_017_005*LH_017_005,,,,254,1,15,30,,,,1,0,100
2,长矛,19_2,19,2075,20,10,-10,Y,3,62,45,,27,49,,,80,100,0,2,,,,,,,,,,,3815,weapon_sword_ancient_angel_new,,RH_018_005*LH_018_005,,,,254,1,16,32,,,,1,0,100
3,长矛,19_3,19,2075,30,11,-10,Y,5,84,60,,29,53,,,80,100,0,2,,,,,,,,,,,3816,weapon_sword_ancient_angel_new,,RH_019_005*LH_019_005,,,,254,1,17,34,,,,1,0,100
4,长矛,19_4,19,2075,40,12,-10,Y,7,106,75,,31,57,,,80,100,0,2,,,,,,,,,,,3817,weapon_sword_ancient_angel_new,,RH_017_005*LH_017_005,,,,254,1,18,36,,,,1,0,100
5,长矛,19_5,19,2075,50,13,-10,Y,9,128,90,,33,61,,,80,100,0,2,,,,,,,,,,,3818,weapon_sword_ancient_angel_new,,RH_018_005*LH_018_005,,,,254,1,19,38,,,,1,0,100
6,长矛,19_6,19,2075,60,14,-10,Y,11,150,105,,35,65,,,80,100,0,2,,,,,,,,,,,3819,weapon_sword_ancient_angel_new,,RH_019_005*LH_019_005,,,,254,1,20,40,,,,1,0,100
7,长矛,19_7,19,2075,70,15,-10,Y,13,172,120,,37,69,,,80,100,0,2,,,,,,,,,,,3820,weapon_sword_ancient_angel_new,,RH_017_005*LH_017_005,,,,254,1,21,42,,,,1,0,100
8,长矛,19_8,19,2075,80,16,-10,Y,15,194,135,,39,73,,,80,100,0,2,,,,,,,,,,,3821,weapon_sword_ancient_angel_new,,RH_018_005*LH_018_005,,,,254,1,22,44,,,,1,0,100
9,长矛,19_9,19,2075,90,17,-10,Y,17,216,150,,41,77,,,80,100,0,2,,,,,,,,,,,3822,weapon_sword_ancient_angel_new,,RH_019_005*LH_019_005,,,,254,1,23,46,,,,1,0,100
1,红松木,hongsongmu,1,300,77,1,0,,1,,,,0,0,,,,,0,3,,,Umap4_20,15,,,,,,,3529,weapon_sword_ancient_angel_new,,,,,,30,4,0,0,,,,,0,60
2,梅花松木,meihuasongmu,1,301,126,1,15,,5,,,,0,0,,,,,0,3,,,Umap2_20,15,,,,,,,3530,weapon_sword_ancient_angel_new,,,,,,31,2,1,2,,,,,0,70
3,武陵松木,wulingsongmu,1,302,182,1,-10,,9,,,,2,3,,,,,0,3,,,Umap5_20,20,,,,,,,3531,weapon_sword_ancient_angel_new,,,,,,32,5,5,10,,,,,0,60
4,檀香木,tanxiangmu,1,303,245,1,10,,13,,,,1,2,,,,,0,3,,,Umap3_20,20,,,,,,,3532,weapon_sword_ancient_angel_new,,,,,,33,3,3,8,,,,,0,80
5,紫檀木,zitanmu,1,304,315,1,-5,,17,,,,3,5,,,,,0,3,,,Umap1_20,25,,,,,,,3533,weapon_sword_ancient_angel_new,,,,,,34,1,7,16,,,,,0,80
6,黑黄檀木,heihuangtanmu,1,305,392,1,15,,21,,,,4,11,,,,,0,3,,,Tattackspeed_20,25,,,,,,,3534,weapon_sword_ancient_angel_new,,,,,,35,5,1,3,,,,,0,30
7,龙眼木,longyanmu,1,308,476,1,0,,25,,,,5,10,,,,,0,3,,,Tsr%_40,30,,,,,,,3535,weapon_sword_ancient_angel_new,,,,,,36,2,10,20,,,,,0,60
8,凤凰木,fenghuangmu,1,306,567,1,20,,29,,,,1,3,,,,,0,3,,,Twis_40,30,,,,,,,3536,weapon_sword_ancient_angel_new,,,,,,37,4,8,12,,,,,0,80
9,望天木,wangtianmu,1,307,665,1,10,,33,,,,8,16,,,,,0,3,,,Tcritical_30,35,,,,,,,3537,weapon_sword_ancient_angel_new,,,,,,38,3,5,15,,,,,0,50
1,普通长钺,putongchangyue,20,1318,121,12,20,N,1,,,,15,26,,,80,100,0,5,Unique20_1a,0,Tsr_400,20,,,,,,,3827,weapon_sword_ancient_angel_new,,RH_020_004*LH_011_004,,,,265,4,5,12,,,Tattackspeed_50,1,20,25
2,普通长斧,putongchangfu,20,1319,178,15,-10,N,4,54,,,32,48,,,80,100,0,5,Unique20_2a,0,,,,,,,,,3828,weapon_sword_ancient_angel_new,,RH_011_004*LH_012_004,,,,266,1,8,15,,,Tdeadly_70,2,20,0
2,青铜钺,qingtongyue,20,1320,218,14,10,N,7,70,60,,15,36,,,80,100,1,5,Unique20_2b,0,Thpmax_200,20,,,,,,,3829,weapon_sword_ancient_angel_new,,RH_021_004*LH_013_004,,,,267,3,15,36,,,Thpsteal_15,3,20,40
3,青铜圆銎斧,qingtongyuanqiongfu,20,1321,343,14,30,N,10,95,,,25,54,,,80,100,1,5,Unique20_3a,0,,,,,,,,,3830,weapon_sword_ancient_angel_new,,RH_012_004*LH_020_004,,,,268,2,4,10,,,Tstr_80,2,25,0
4,青铜直銎斧,qingtongzhiqiongfu,20,1322,385,16,0,N,13,111,,,44,80,,,80,100,0,6,Unique20_4a,0,Tknockout_60,20,,,,,,,3831,weapon_sword_ancient_angel_new,,RH_013_004*LH_021_004,,,,269,5,14,32,,,Tknockout_80,2,20,0
4,关头斧,guantoufu,20,1323,424,15,15,N,16,65,85,,6,15,,,80,100,1,5,Unique20_4b,0,Umapx4_100,8,,,,,,,3832,weapon_sword_ancient_angel_new,,RH_022_004*LH_022_004,,,,270,4,48,72,,,Umap4_150,1,20,100
5,三孔有銎钺,sankongyouqiongyue,20,1325,470,18,10,N,18,120,70,,50,78,,,80,100,0,6,Unique20_5a,0,,,,,,,,,3833,weapon_sword_ancient_angel_new,,RH_020_004*LH_011_004,,,,271,3,15,40,,,Thpmax_300,3,30,50
5,凿脑斧,zaonaofu,20,1324,545,14,30,N,21,81,118,,4,14,,,80,100,1,6,Unique20_5b,0,Umapx1_100,8,,,,,,,3834,weapon_sword_ancient_angel_new,,RH_011_004*LH_012_004,,,,272,1,36,80,,,Tstun_60,2,25,100
6,妇好青铜钺,fuhaoqingtongyue,20,1327,616,22,-30,N,25,184,,,100,150,,,80,100,0,6,Unique20_6a,0,,,,,,,,,3835,weapon_sword_ancient_angel_new,,RH_021_004*LH_013_004,,,,273,2,14,25,,,Uap_100,2,25,0
6,纣王钺,zhouwangyue,20,1326,739,18,20,N,27,65,120,,8,16,,,80,100,0,6,Unique20_6b,0,Umapx3_100,8,,,,,,,3836,weapon_sword_ancient_angel_new,,RH_022_004*LH_020_004,,,,274,3,54,80,,,Tfreeze_60,3,25,100
7,断水长钺,duanshuichangyue,20,1328,673,20,10,N,31,78,144,,10,20,,,80,100,0,6,Unique20_7a,0,Umapx5_100,10,,,,,,,3837,weapon_sword_ancient_angel_new,,RH_020_004*LH_021_004,,,,275,5,66,118,,,Umap5_120,2,25,100
8,裂风长斧,liefengchangfu,20,1329,980,17,40,N,34,135,135,,72,110,,,80,100,0,5,Unique20_8a,0,,,,,,,,,3838,weapon_sword_ancient_angel_new,,RH_012_004*LH_022_004,,,,276,1,16,20,,,Uap%_100,1,20,0
8,亚醜青铜钺,yachouqingtongyue,20,1332,1158,22,20,N,39,110,160,,10,25,,,80,100,1,5,Unique20_8b,0,Umapx2_100,10,,,,,,,3839,weapon_sword_ancient_angel_new,,RH_021_004*LH_011_004,,,,277,2,70,136,,,Umap2%_50,1,20,100
9,武王钺,wuwangyue,20,1330,1568,24,0,N,42,225,,,88,166,,,80,100,1,6,Unique20_9a,0,,,,,,,,,3840,weapon_sword_ancient_angel_new,,RH_022_004*LH_012_004,,,,278,4,20,50,,,Tconfuse_50,2,25,50
1,普通长钺,putongchangyue1,20,1318,121,12,20,Y,1,,,,10,18,,,80,100,0,0,Unique20_1a,0,,,,,,,,,3827,weapon_sword_ancient_angel_new,,RH_020_004*LH_011_004,,,,265,,,,,,,1,0,0
4,关头斧,guantoufu1,20,1323,424,15,15,Y,1,,,,6,15,,,80,100,0,0,Unique20_4b,0,,,,,,,,,3832,weapon_sword_ancient_angel_new,,RH_022_004*LH_022_004,,,,270,4,32,64,,,,1,0,100
9,盘古巨斧,pangujufu,20,1331,1284,20,-20,Y,40,250,,,80,120,,,100,100,0,0,Unique20_pangu,100,,,,,,,,,3841,weapon_sword_ancient_angel_new,,RH_013_004*LH_013_004,,,,279,5,15,30,,,Tdeadly_50u,1,100,0
1,长斧,20_1,20,2075,10,10,20,Y,1,45,,,18,32,,,80,100,0,2,,,,,,,,,,,3827,weapon_sword_ancient_angel_new,,RH_011_004*LH_011_004,,,,264,1,15,30,,,,1,0,100
2,长斧,20_2,20,2075,20,11,20,Y,3,70,,,20,36,,,80,100,0,2,,,,,,,,,,,3828,weapon_sword_ancient_angel_new,,RH_012_004*LH_012_004,,,,264,1,15,30,,,,1,0,100
3,长斧,20_3,20,2075,30,12,20,Y,5,95,,,22,40,,,80,100,0,2,,,,,,,,,,,3830,weapon_sword_ancient_angel_new,,RH_013_004*LH_013_004,,,,264,1,15,30,,,,1,0,100
4,长斧,20_4,20,2075,40,13,20,Y,7,120,,,24,44,,,80,100,0,2,,,,,,,,,,,3831,weapon_sword_ancient_angel_new,,RH_020_004*LH_020_004,,,,264,1,15,30,,,,1,0,100
5,长斧,20_5,20,2075,50,14,20,Y,9,145,,,26,48,,,80,100,0,2,,,,,,,,,,,3833,weapon_sword_ancient_angel_new,,RH_021_004*LH_021_004,,,,264,1,15,30,,,,1,0,100
6,长斧,20_6,20,2075,60,15,20,Y,11,170,,,28,52,,,80,100,0,2,,,,,,,,,,,3835,weapon_sword_ancient_angel_new,,RH_022_004*LH_022_004,,,,264,1,15,30,,,,1,0,100
7,长斧,20_7,20,2075,70,16,20,Y,13,195,,,30,56,,,80,100,0,2,,,,,,,,,,,3837,weapon_sword_ancient_angel_new,,RH_011_004*LH_011_004,,,,264,1,15,30,,,,1,0,100
8,长斧,20_8,20,2075,80,17,20,Y,15,220,,,32,60,,,80,100,0,2,,,,,,,,,,,3838,weapon_sword_ancient_angel_new,,RH_012_004*LH_012_004,,,,264,1,15,30,,,,1,0,100
9,长斧,20_9,20,2075,90,18,20,Y,17,245,,,34,64,,,80,100,0,2,,,,,,,,,,,3840,weapon_sword_ancient_angel_new,,RH_013_004*LH_013_004,,,,264,1,15,30,,,,1,0,100
1,伐木之斧,famuzhifu,21,1400,44,6,0,N,1,,,,8,10,,,24,40,0,6,Unique21_1a,0,Umapx1_40a,5,,,,,,,3847,weapon_sword_ancient_angel_new,,RH_008_002,,,,281,1,5,10,,,Umap1_50,1,20,60
2,普通战斧,putongzhanfu,21,1401,90,8,-15,N,4,56,,,12,21,,,32,44,0,5,Unique21_2a,0,,,,,,,,,3848,weapon_sword_ancient_angel_new,,RH_009_002,,,,282,5,3,7,,,Uap_50,1,20,0
3,优质战斧,youzhizhanfu,21,1402,156,9,-10,N,9,80,,,18,25,,,40,50,1,5,Unique21_3a,0,,,,,,,,,3849,weapon_sword_ancient_angel_new,,RH_010_002,,,,283,3,4,9,,,Tdeadly_30,1,20,0
4,开山斧,kaishanfu,21,1403,175,9,20,N,14,63,85,,4,8,,,40,52,0,6,Unique21_4a,0,Umapx5_40a,8,,,,,,,3850,weapon_sword_ancient_angel_new,,RH_008_002,,,,284,5,16,24,,,Tstone_30,2,25,100
5,披荆斧,pijingfu,21,1405,248,8,10,N,18,81,104,,6,10,,,28,48,1,5,Unique21_5a,0,Umapx2_40a,8,,,,,,,3851,weapon_sword_ancient_angel_new,,RH_009_002,,,,285,2,20,35,,,Umap2_50,1,25,100
6,破燕斧,poyanfu,21,1404,280,11,0,N,23,133,,,20,41,,,32,40,0,6,Unique21_6a,0,,,,,,,,,3852,weapon_sword_ancient_angel_new,,RH_010_002,,,,286,4,8,12,,,Uap%_30,1,20,0
7,天刑斧,tianxingfu,21,1406,408,9,-5,N,29,150,97,,15,32,,,24,40,1,5,Unique21_7a,0,Thpmax_150,15,,,,,,,3853,weapon_sword_ancient_angel_new,,RH_008_002,,,,287,3,15,32,,,Thpsteal_7,2,25,40
8,东君斧,dongjunfu,21,1407,527,10,15,N,34,88,142,,7,12,,,34,42,0,6,Unique21_8a,0,Umapx4_40a,10,,,,,,,3854,weapon_sword_ancient_angel_new,,RH_009_002,,,,288,4,30,44,,,Umap4_50,1,25,100
9,玄钺,xuanyue,21,1408,713,12,0,N,40,220,,,32,50,,,36,60,1,6,Unique21_9a,0,,,,,,,,,3855,weapon_sword_ancient_angel_new,,RH_010_002,,,,289,1,6,12,,,Tcritical_30,1,30,0
1,短斧,21_1,21,2075,10,4,0,Y,1,40,30,,10,14,,,30,48,0,2,,,,,,,,,,,3847,weapon_sword_ancient_angel_new,,RH_008_002,,,,280,1,6,14,,,,1,0,100
2,短斧,21_2,21,2075,20,4,0,Y,3,60,42,,11,16,,,30,48,0,2,,,,,,,,,,,3848,weapon_sword_ancient_angel_new,,RH_009_002,,,,280,1,7,16,,,,1,0,100
3,短斧,21_3,21,2075,30,5,0,Y,5,80,54,,12,18,,,30,48,0,2,,,,,,,,,,,3849,weapon_sword_ancient_angel_new,,RH_010_002,,,,280,1,8,18,,,,1,0,100
4,短斧,21_4,21,2075,40,5,0,Y,7,100,66,,13,20,,,30,48,0,2,,,,,,,,,,,3850,weapon_sword_ancient_angel_new,,RH_008_002,,,,280,1,9,20,,,,1,0,100
5,短斧,21_5,21,2075,50,6,0,Y,9,120,78,,14,22,,,30,48,0,2,,,,,,,,,,,3851,weapon_sword_ancient_angel_new,,RH_009_002,,,,280,1,10,22,,,,1,0,100
6,短斧,21_6,21,2075,60,6,0,Y,11,140,90,,15,24,,,30,48,0,2,,,,,,,,,,,3852,weapon_sword_ancient_angel_new,,RH_010_002,,,,280,1,11,24,,,,1,0,100
7,短斧,21_7,21,2075,70,7,0,Y,13,160,102,,16,26,,,30,48,0,2,,,,,,,,,,,3853,weapon_sword_ancient_angel_new,,RH_008_002,,,,280,1,12,26,,,,1,0,100
8,短斧,21_8,21,2075,80,7,0,Y,15,180,114,,17,28,,,30,48,0,2,,,,,,,,,,,3854,weapon_sword_ancient_angel_new,,RH_009_002,,,,280,1,13,28,,,,1,0,100
9,短斧,21_9,21,2075,90,8,0,Y,17,200,126,,18,30,,,30,48,0,2,,,,,,,,,,,3855,weapon_sword_ancient_angel_new,,RH_010_002,,,,280,1,14,30,,,,1,0,100
1,普通短戈,putongduange,22,1409,72,6,10,N,1,,,,6,16,,,32,48,0,5,Unique22_1a,0,Tcon_50,,,,,,,,3860,weapon_sword_ancient_angel_new,RH_003_001,,,,,291,4,3,12,,,Tdp_200,1,20,25
2,厚刃戈,hourenge,22,1410,129,10,-25,N,5,50,40,,15,32,,,36,56,0,4,Unique22_2a,0,,,,,,,,,3861,weapon_sword_ancient_angel_new,RH_013_001,,,,,292,5,4,10,,,Tattackspeed_50,1,20,0
3,周戈,zhouge,22,1411,220,8,0,N,10,64,56,,3,6,,,30,50,1,4,Unique22_3a,0,Umapx3_60,5,,,,,,,3862,weapon_sword_ancient_angel_new,RH_014_001,,,,,293,3,15,40,,,Tfreeze_60,2,25,100
4,铁制短戈,tiezhiduange,22,1414,228,9,-10,N,13,80,48,,30,45,,,48,64,0,5,Unique22_4a,0,,,,,,,,,3863,weapon_sword_ancient_angel_new,RH_003_001,,,,,294,1,6,15,,,Tcritical_50,1,20,0
5,错金戈,cuojinge,22,1415,322,9,20,N,18,105,75,,25,40,,,36,52,1,4,Unique22_5a,0,,,,,,,,,3864,weapon_sword_ancient_angel_new,RH_013_001,,,,,295,2,7,14,,,Uap_80,1,20,0
6,崤山戈,xiaoshange,22,1412,364,10,0,N,24,128,96,,20,50,,,44,56,0,5,Unique22_6a,0,Thpmax_200,20,,,,,,,3865,weapon_sword_ancient_angel_new,RH_014_001,,,,,296,5,11,30,,,Thpsteal_15,2,20,50
7,战国军戈,zhanguojunge,22,1416,530,11,-10,N,30,115,130,,8,20,,,32,64,1,5,Unique22_7a,0,Umapx1_60,8,,,,,,,3866,weapon_sword_ancient_angel_new,RH_013_001,,,,,297,1,25,70,,,Umap1%_40,1,25,100
8,平蜀短戈,pingshuduange,22,1413,579,11,40,N,35,174,110,,35,60,,,36,60,0,6,Unique22_8a,0,,,,,,,,,3867,weapon_sword_ancient_angel_new,RH_003_001,,,,,298,3,8,15,,,Tknockout_80,2,25,0
9,轩辕戈,xuanyuange,22,1417,865,13,0,N,42,200,150,,15,35,,,48,60,1,6,Unique22_9a,0,Thpmax_200,70,,,,,,,3868,weapon_sword_ancient_angel_new,RH_014_001,,,,,299,4,15,35,,,Thpmax%_40,3,20,70
1,短戈,22_1,22,2075,10,5,0,Y,1,40,30,,8,20,,,30,50,1,3,,,,,,,,,,,3860,weapon_sword_ancient_angel_new,RH_003_001,,,,,290,1,5,15,,,,1,0,100
2,短戈,22_2,22,2075,20,6,0,Y,3,60,45,,9,22,,,30,50,1,3,,,,,,,,,,,3861,weapon_sword_ancient_angel_new,RH_013_001,,,,,290,1,6,17,,,,1,0,100
3,短戈,22_3,22,2075,30,7,0,Y,5,80,60,,10,24,,,30,50,1,3,,,,,,,,,,,3862,weapon_sword_ancient_angel_new,RH_014_001,,,,,290,1,7,19,,,,1,0,100
4,短戈,22_4,22,2075,40,8,0,Y,7,100,75,,11,26,,,30,50,1,3,,,,,,,,,,,3863,weapon_sword_ancient_angel_new,RH_003_001,,,,,290,1,8,21,,,,1,0,100
